item_name,Alcohol,Calcium,Calories,Cholesterol,Dietary Fiber,Iron,Protein,Saturated Fat,Sodium,Sugars,Total Carbohydrate,Total Fat,Trans Fat,Vitamin A,Vitamin C,Brand Name,Meal Type,Source URL,Potassium,Caffeine,Monounsaturated Fat,Polyunsaturated Fat,Omega- Fatty Acids,Alcohol_values,Alcohol_units,Calcium_values,Calcium_units,Cholesterol_values,Cholesterol_units,Dietary Fiber_values,Dietary Fiber_units,Iron_values,Iron_units,Protein_values,Protein_units,Saturated Fat_values,Saturated Fat_units,Sodium_values,Sodium_units,Sugars_values,Sugars_units,Total Carbohydrate_values,Total Carbohydrate_units,Total Fat_values,Total Fat_units,Vitamin A_values,Vitamin A_units,Vitamin C_values,Vitamin C_units,Potassium_values,Potassium_units,Trans Fat_values,Trans Fat_units,Monounsaturated Fat_values,Monounsaturated Fat_units,Polyunsaturated Fat_values,Polyunsaturated Fat_units,Caffeine_values,Caffeine_units,Omega- Fatty Acids_values,Omega- Fatty Acids_units,Unnamed: 0
"Cafe Steamers, Honey Glazed Turkey & Sweet Potatoes, frozen",0 g,60 mg,240,20 mg,5 g,1 mg,14 g,0.5 g,400 mg,18 g,42 g,1.5 g,0 g,1000 mg,12 mg,Healthy Choice,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-cafe-steamers-honey-glazed-turkey-sweet-potatoes-frozen/46N_dWdrSDKlsL47q00xTA,1160 mg,,0.5 g,0.5 g,,0.0,g,60.0,mg,20.0,mg,5.0,g,1.0,mg,14.0,g,0.5,g,400.0,mg,18.0,g,42.0,g,1.5,g,1000.0,mg,12.0,mg,1160.0,mg,0.0,g,0.5,g,0.5,g,,,,,
"Cafe Steamers, Beef Teriyaki, frozen",0 g,20 mg,280,35 mg,2 g,1 mg,15 g,1.5 g,450 mg,12 g,42 g,5 g,0 g,750 mg,6 mg,Healthy Choice,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-cafe-steamers-beef-teriyaki-frozen/FD586gJgSfKqPsmYocVZ2A,620 mg,,2 g,1 g,,0.0,g,20.0,mg,35.0,mg,2.0,g,1.0,mg,15.0,g,1.5,g,450.0,mg,12.0,g,42.0,g,5.0,g,750.0,mg,6.0,mg,620.0,mg,0.0,g,2.0,g,1.0,g,,,,,
"Vegetable Beef Soup, canned",0 g,40 mg,130,10 mg,3 g,1 mg,8 g,0.5 g,420 mg,4 g,20 g,1.5 g,0 g,1500 mg,0 mg,Healthy Choice,Soups,https://www.calorieking.com/us/en/foods/f/calories-in-soups-vegetable-beef-soup-canned/9uwc7na-RfGpNlOURkxjLA,600 mg,,,,,0.0,g,40.0,mg,10.0,mg,3.0,g,1.0,mg,8.0,g,0.5,g,420.0,mg,4.0,g,20.0,g,1.5,g,1500.0,mg,0.0,mg,600.0,mg,0.0,g,,,,,,,,,
"Complete Meals, Beef Pot Roast, frozen",0 g,40 mg,250,40 mg,5 g,2 mg,17 g,2 g,500 mg,14 g,32 g,6 g,0 g,1000 mg,24 mg,Healthy Choice,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-complete-meals-beef-pot-roast-frozen/Q6pUKbYcRt-d2M9icbJWHw,800 mg,,3 g,1 g,,0.0,g,40.0,mg,40.0,mg,5.0,g,2.0,mg,17.0,g,2.0,g,500.0,mg,14.0,g,32.0,g,6.0,g,1000.0,mg,24.0,mg,800.0,mg,0.0,g,3.0,g,1.0,g,,,,,
"Simply Steamers, Grilled Basil Chicken, frozen",0 g,40 mg,230,30 mg,5 g,1 mg,19 g,1 g,490 mg,3 g,25 g,6 g,0 g,750 mg,9 mg,Healthy Choice,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-simply-steamers-grilled-basil-chicken-frozen/_ticqUA_RxuiJ7TROLI-XA,600 mg,,2.5 g,1.5 g,,0.0,g,40.0,mg,30.0,mg,5.0,g,1.0,mg,19.0,g,1.0,g,490.0,mg,3.0,g,25.0,g,6.0,g,750.0,mg,9.0,mg,600.0,mg,0.0,g,2.5,g,1.5,g,,,,,
"Power Bowl, Cuban-Inspired Pork, frozen",0 g,40 mg,340,40 mg,7 g,2 mg,20 g,2.5 g,600 mg,9 g,46 g,8 g,0 g,750 mg,18 mg,Healthy Choice,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-power-bowl-cuban-inspired-pork-frozen/w8hmRbuWRVqC5DAiq0J4vw,600 mg,,4 g,1.5 g,,0.0,g,40.0,mg,40.0,mg,7.0,g,2.0,mg,20.0,g,2.5,g,600.0,mg,9.0,g,46.0,g,8.0,g,750.0,mg,18.0,mg,600.0,mg,0.0,g,4.0,g,1.5,g,,,,,
"Simply Steamers, Beef & Broccoli, frozen",0 g,20 mg,280,50 mg,3 g,2 mg,22 g,2 g,500 mg,6 g,32 g,7 g,0 g,0 mg,9 mg,Healthy Choice,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-simply-steamers-beef-broccoli-frozen/ZHkEoQpfRHuMewnDboX0zQ,560 mg,,3 g,1.5 g,,0.0,g,20.0,mg,50.0,mg,3.0,g,2.0,mg,22.0,g,2.0,g,500.0,mg,6.0,g,32.0,g,7.0,g,0.0,mg,9.0,mg,560.0,mg,0.0,g,3.0,g,1.5,g,,,,,
"Complete Meals, Lemon Pepper Fish, frozen",0 g,40 mg,330,30 mg,4 g,1 mg,14 g,1 g,530 mg,18 g,58 g,4 g,0 g,400 mg,21 mg,Healthy Choice,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-complete-meals-lemon-pepper-fish-frozen/yixorIXwTfudRIC0bwV7RQ,460 mg,,2 g,1 g,,0.0,g,40.0,mg,30.0,mg,4.0,g,1.0,mg,14.0,g,1.0,g,530.0,mg,18.0,g,58.0,g,4.0,g,400.0,mg,21.0,mg,460.0,mg,0.0,g,2.0,g,1.0,g,,,,,
"Cafe Steamers, Asian Potstickers, frozen",0 g,0 mg,340,5 mg,3 g,1 mg,7 g,0.5 g,500 mg,19 g,70 g,3 g,0 g,400 mg,9 mg,Healthy Choice,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-cafe-steamers-asian-potstickers-frozen/M1-kvHDuR3ivUkhozsF9nA,180 mg,,1 g,1.5 g,,0.0,g,0.0,mg,5.0,mg,3.0,g,1.0,mg,7.0,g,0.5,g,500.0,mg,19.0,g,70.0,g,3.0,g,400.0,mg,9.0,mg,180.0,mg,0.0,g,1.0,g,1.5,g,,,,,
"Cafe Steamers, Sweet Sesame Chicken, frozen",0 g,0 mg,300,35 mg,3 g,1 mg,16 g,1.5 g,460 mg,13 g,43 g,6 g,0 g,500 mg,6 mg,Healthy Choice,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-cafe-steamers-sweet-sesame-chicken-frozen/oeULnGWmQKuyTXXStdT0EQ,490 mg,,3 g,2 g,,0.0,g,0.0,mg,35.0,mg,3.0,g,1.0,mg,16.0,g,1.5,g,460.0,mg,13.0,g,43.0,g,6.0,g,500.0,mg,6.0,mg,490.0,mg,0.0,g,3.0,g,2.0,g,,,,,
"Simply Steamers, Grilled Chicken & Broccoli Alfredo",0 g,60 mg,190,85 mg,4 g,1 mg,28 g,2.5 g,600 mg,2 g,8 g,5 g,0 g,0 mg,18 mg,Healthy Choice,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-simply-steamers-grilled-chicken-broccoli-alfredo/gDrQjTp5Qg2w8GPkSRvnww,1180 mg,,2 g,1 g,,0.0,g,60.0,mg,85.0,mg,4.0,g,1.0,mg,28.0,g,2.5,g,600.0,mg,2.0,g,8.0,g,5.0,g,0.0,mg,18.0,mg,1180.0,mg,0.0,g,2.0,g,1.0,g,,,,,
"Classics, Golden Roasted Turkey Breast, frozen",0 g,40 mg,250,25 mg,5 g,2 mg,18 g,1 g,600 mg,11 g,33 g,4.5 g,0 g,0 mg,30 mg,Healthy Choice,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-classics-golden-roasted-turkey-breast-frozen/XTjEXi2dTHW2ANRDIIrM8Q,890 mg,,2.5 g,1 g,,0.0,g,40.0,mg,25.0,mg,5.0,g,2.0,mg,18.0,g,1.0,g,600.0,mg,11.0,g,33.0,g,4.5,g,0.0,mg,30.0,mg,890.0,mg,0.0,g,2.5,g,1.0,g,,,,,
"Simply Steamers, Grilled Chicken Marsala, frozen",0 g,40 mg,180,50 mg,4 g,1 mg,17 g,1 g,460 mg,4 g,21 g,3 g,0 g,0 mg,6 mg,Healthy Choice,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-simply-steamers-grilled-chicken-marsala-frozen/XcPt0QVhRiG3194BIrDtkA,1210 mg,,1.5 g,0.5 g,,0.0,g,40.0,mg,50.0,mg,4.0,g,1.0,mg,17.0,g,1.0,g,460.0,mg,4.0,g,21.0,g,3.0,g,0.0,mg,6.0,mg,1210.0,mg,0.0,g,1.5,g,0.5,g,,,,,
"Cafe Steamers, Pineapple Chicken, frozen",0 g,20 mg,290,35 mg,3 g,1 mg,16 g,1 g,470 mg,15 g,45 g,4.5 g,0 g,0 mg,18 mg,Healthy Choice,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-cafe-steamers-pineapple-chicken-frozen/tytKT7zVS86KsYV-l115aA,600 mg,,2 g,1 g,,0.0,g,20.0,mg,35.0,mg,3.0,g,1.0,mg,16.0,g,1.0,g,470.0,mg,15.0,g,45.0,g,4.5,g,0.0,mg,18.0,mg,600.0,mg,0.0,g,2.0,g,1.0,g,,,,,
"Cafe Steamers, Beef Merlot, frozen",0 g,40 mg,180,55 mg,4 g,1 mg,15 g,1.5 g,600 mg,4 g,20 g,4 g,0 g,500 mg,1 mg,Healthy Choice,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-cafe-steamers-beef-merlot-frozen/nkFyFAYwTlWemb82XSk7Rg,710 mg,,1.5 g,0 g,,0.0,g,40.0,mg,55.0,mg,4.0,g,1.0,mg,15.0,g,1.5,g,600.0,mg,4.0,g,20.0,g,4.0,g,500.0,mg,1.0,mg,710.0,mg,0.0,g,1.5,g,0.0,g,,,,,
"Baked, Lasagna, with Meat Sauce, frozen",0 g,200 mg,280,15 mg,6 g,2 mg,18 g,2.5 g,380 mg,9 g,39 g,5 g,0 g,500 mg,2 mg,Healthy Choice,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-baked-lasagna-with-meat-sauce-frozen/Ku4x3_jeS2KMVqShd0SgEg,630 mg,,1.5 g,0.5 g,,0.0,g,200.0,mg,15.0,mg,6.0,g,2.0,mg,18.0,g,2.5,g,380.0,mg,9.0,g,39.0,g,5.0,g,500.0,mg,2.0,mg,630.0,mg,0.0,g,1.5,g,0.5,g,,,,,
"Baked, Lasagna, with Meat Sauce, frozen",0 g,200 mg,280,15 mg,6 g,2 mg,18 g,2.5 g,380 mg,9 g,39 g,5 g,0 g,500 mg,2 mg,Healthy Choice,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-baked-lasagna-with-meat-sauce-frozen/Ku4x3_jeS2KMVqShd0SgEg,630 mg,,1.5 g,0.5 g,,0.0,g,200.0,mg,15.0,mg,6.0,g,2.0,mg,18.0,g,2.5,g,380.0,mg,9.0,g,39.0,g,5.0,g,500.0,mg,2.0,mg,630.0,mg,0.0,g,1.5,g,0.5,g,,,,,
"Power Bowl, Chicken Sausage & Barley Bowl",0 g,100 mg,340,35 mg,8 g,2 mg,16 g,2.5 g,600 mg,11 g,52 g,7 g,0 g,5000 mg,4 mg,Healthy Choice,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-power-bowl-chicken-sausage-barley-bowl/RcPB0diJSACVuGIRcja-5w,520 mg,,2.5 g,1.5 g,,0.0,g,100.0,mg,35.0,mg,8.0,g,2.0,mg,16.0,g,2.5,g,600.0,mg,11.0,g,52.0,g,7.0,g,5000.0,mg,4.0,mg,520.0,mg,0.0,g,2.5,g,1.5,g,,,,,
"Cafe Steamers, Grilled Chicken Pesto, with Vegetables, frozen",0 g,60 mg,290,35 mg,3 g,2 mg,20 g,2 g,590 mg,2 g,36 g,7 g,0 g,0 mg,1 mg,Healthy Choice,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-cafe-steamers-grilled-chicken-pesto-with-vegetables-frozen/mTD5D40fTcKp4eC98YA4Xg,570 mg,,3 g,1.5 g,,0.0,g,60.0,mg,35.0,mg,3.0,g,2.0,mg,20.0,g,2.0,g,590.0,mg,2.0,g,36.0,g,7.0,g,0.0,mg,1.0,mg,570.0,mg,0.0,g,3.0,g,1.5,g,,,,,
"Comfort, Roasted Turkey Breast With Savory Herb Dressing And Cinnamon Apples",,,290,30 mg,1 g,,15 g,1 g,660 mg,23 g,48 g,4 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-roasted-turkey-breast-with-savory-herb-dressing-and-cinnamon-apples/H_0inqazTEaa5Rd22uCl_g,520 mg,,,,,,,,,30.0,mg,1.0,g,,,15.0,g,1.0,g,660.0,mg,23.0,g,48.0,g,4.0,g,,,,,520.0,mg,0.0,g,,,,,,,,,
"Favorites, Alfredo Pasta with Chicken & Broccoli",,,280,30 mg,2 g,,17 g,2 g,600 mg,4 g,45 g,4 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-favorites-alfredo-pasta-with-chicken-broccoli/UNkSRi_mQj6ljHhA0KxN6g,530 mg,,1 g,1 g,,,,,,30.0,mg,2.0,g,,,17.0,g,2.0,g,600.0,mg,4.0,g,45.0,g,4.0,g,,,,,530.0,mg,0.0,g,1.0,g,1.0,g,,,,,
"Favorites, Lasagna with Meat Sauce",,,320,25 mg,4 g,,18 g,4 g,650 mg,9 g,45 g,8 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-favorites-lasagna-with-meat-sauce/7G-wa6wYSPuYtfTWbbdocg,650 mg,,2 g,1 g,,,,,,25.0,mg,4.0,g,,,18.0,g,4.0,g,650.0,mg,9.0,g,45.0,g,8.0,g,,,,,650.0,mg,0.0,g,2.0,g,1.0,g,,,,,
"Comfort, Salisbury Steak With Macaroni & Cheese",,,280,45 mg,2 g,,23 g,4 g,540 mg,3 g,28 g,8 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-salisbury-steak-with-macaroni-cheese/qzfDsiyYRr2F0UErV15HoQ,760 mg,,3 g,0 g,,,,,,45.0,mg,2.0,g,,,23.0,g,4.0,g,540.0,mg,3.0,g,28.0,g,8.0,g,,,,,760.0,mg,0.0,g,3.0,g,0.0,g,,,,,
"Comfort, Supreme Pizza",,,400,25 mg,3 g,,16 g,3 g,690 mg,6 g,59 g,10 g,0 g,,,Lean Cuisine,Frozen Pizzas,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-comfort-supreme-pizza/UfXjxHHOS2KtX2ywTWezsg,300 mg,,3 g,4 g,,,,,,25.0,mg,3.0,g,,,16.0,g,3.0,g,690.0,mg,6.0,g,59.0,g,10.0,g,,,,,300.0,mg,0.0,g,3.0,g,4.0,g,,,,,
"Comfort, Chicken Parmesan",,,340,20 mg,4 g,,18 g,2 g,580 mg,8 g,46 g,9 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-chicken-parmesan/hobVjlTuQMC9DH0YMnBRoA,720 mg,,2 g,3 g,,,,,,20.0,mg,4.0,g,,,18.0,g,2.0,g,580.0,mg,8.0,g,46.0,g,9.0,g,,,,,720.0,mg,0.0,g,2.0,g,3.0,g,,,,,
"Favorites, Chicken Enchilada Suiza",,,280,20 mg,3 g,,10 g,2 g,520 mg,7 g,51 g,4 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-favorites-chicken-enchilada-suiza/mz6lKvGTSPSrdAorU-bvlA,340 mg,,1 g,1 g,,,,,,20.0,mg,3.0,g,,,10.0,g,2.0,g,520.0,mg,7.0,g,51.0,g,4.0,g,,,,,340.0,mg,0.0,g,1.0,g,1.0,g,,,,,
"Favorites, Asian Style Pot Stickers",,,280,15 mg,3 g,,9 g,1 g,530 mg,9 g,52 g,4 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-favorites-asian-style-pot-stickers/vlhsMwPuQFuEIN4S9rh76w,190 mg,,1 g,1 g,,,,,,15.0,mg,3.0,g,,,9.0,g,1.0,g,530.0,mg,9.0,g,52.0,g,4.0,g,,,,,190.0,mg,0.0,g,1.0,g,1.0,g,,,,,
"Marketplace, Vermont White Cheddar Mac & Cheese",,,250,20 mg,1 g,,14 g,4 g,690 mg,5 g,35 g,6 g,0 g,,,Lean Cuisine,Packaged Meals,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-marketplace-vermont-white-cheddar-mac-cheese/Wki2Gbk1TwizkDFY-MfEQg,180 mg,,1 g,0 g,,,,,,20.0,mg,1.0,g,,,14.0,g,4.0,g,690.0,mg,5.0,g,35.0,g,6.0,g,,,,,180.0,mg,0.0,g,1.0,g,0.0,g,,,,,
"Comfort, Meatloaf with Mashed Potatoes",,,240,45 mg,3 g,,20 g,3 g,540 mg,4 g,25 g,7 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-meatloaf-with-mashed-potatoes/ymhPOq1FRECKXvKNLHff8A,850 mg,,2 g,0 g,,,,,,45.0,mg,3.0,g,,,20.0,g,3.0,g,540.0,mg,4.0,g,25.0,g,7.0,g,,,,,850.0,mg,0.0,g,2.0,g,0.0,g,,,,,
"Marketplace, Spinach Artichoke Ravioli",,,280,30 mg,4 g,,12 g,3 g,690 mg,9 g,41 g,7 g,0 g,,,Lean Cuisine,"Pasta, Spaghetti, Macaroni",https://www.calorieking.com/us/en/foods/f/calories-in-pasta-spaghetti-macaroni-marketplace-spinach-artichoke-ravioli/WArGDhlMREK6IfBWWLFyJQ,580 mg,,1 g,1 g,,,,,,30.0,mg,4.0,g,,,12.0,g,3.0,g,690.0,mg,9.0,g,41.0,g,7.0,g,,,,,580.0,mg,0.0,g,1.0,g,1.0,g,,,,,
"Marketplace, Butternut Squash Ravioli",,,260,15 mg,4 g,,9 g,2 g,620 mg,10 g,46 g,4 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-marketplace-butternut-squash-ravioli/xGGngIFVRVmh4RVLNgSybg,420 mg,,1 g,1 g,,,,,,15.0,mg,4.0,g,,,9.0,g,2.0,g,620.0,mg,10.0,g,46.0,g,4.0,g,,,,,420.0,mg,0.0,g,1.0,g,1.0,g,,,,,
"Comfort, Chicken Carbonara",,,330,50 mg,2 g,,22 g,4 g,690 mg,4 g,39 g,9 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-chicken-carbonara/l7UC9ahIRICowYlBFJXwOA,500 mg,,2 g,2 g,,,,,,50.0,mg,2.0,g,,,22.0,g,4.0,g,690.0,mg,4.0,g,39.0,g,9.0,g,,,,,500.0,mg,0.0,g,2.0,g,2.0,g,,,,,
"Craveables, Four Cheese Pizza",0 g,300 mg,380,10 mg,4 g,4 mg,19 g,3 g,600 mg,6 g,60 g,7 g,0 g,300 mg,2 mg,Lean Cuisine,Frozen Pizzas,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-craveables-four-cheese-pizza/gU2Pf0Z8QKOqQIXA3CQ0jA,320 mg,,,,,0.0,g,300.0,mg,10.0,mg,4.0,g,4.0,mg,19.0,g,3.0,g,600.0,mg,6.0,g,60.0,g,7.0,g,300.0,mg,2.0,mg,320.0,mg,0.0,g,,,,,,,,,
"Origins, Coconut Chickpea Curry",,,260,5 mg,20 g,,11 g,3 g,700 mg,4 g,38 g,7 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-origins-coconut-chickpea-curry/Bawdq_LGT6GyGVkEG2XC7g,480 mg,,2 g,2 g,,,,,,5.0,mg,20.0,g,,,11.0,g,3.0,g,700.0,mg,4.0,g,38.0,g,7.0,g,,,,,480.0,mg,0.0,g,2.0,g,2.0,g,,,,,
"Favorites, Spaghetti with Meat Sauce",,,310,10 mg,4 g,,15 g,1 g,520 mg,8 g,53 g,4 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-favorites-spaghetti-with-meat-sauce/AaU-p5utRymeR8x9hbwwgQ,450 mg,,1 g,1 g,,,,,,10.0,mg,4.0,g,,,15.0,g,1.0,g,520.0,mg,8.0,g,53.0,g,4.0,g,,,,,450.0,mg,0.0,g,1.0,g,1.0,g,,,,,
"Origins, Mushroom & Vegetable Shepherd's Pie",,,150,8 mg,4 g,,6 g,1 g,680 mg,6 g,25 g,3 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-origins-mushroom-vegetable-shepherds-pie/s_PqbQ-rSYKmZSMbeD0hig,610 mg,,0 g,0 g,,,,,,8.0,mg,4.0,g,,,6.0,g,1.0,g,680.0,mg,6.0,g,25.0,g,3.0,g,,,,,610.0,mg,0.0,g,0.0,g,0.0,g,,,,,
"Comfort, Baked Chicken with Savory Stuffing & Mashed Potatoes",,,260,50 mg,2 g,,16 g,3 g,750 mg,3 g,30 g,8 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-baked-chicken-with-savory-stuffing-mashed-potatoes/qYsKyhTwRqeJb_wXvMgVgQ,810 mg,,2 g,2 g,,,,,,50.0,mg,2.0,g,,,16.0,g,3.0,g,750.0,mg,3.0,g,30.0,g,8.0,g,,,,,810.0,mg,0.0,g,2.0,g,2.0,g,,,,,
"Favorites, Classic Five Cheese Lasagna, frozen",,,350,20 mg,4 g,,20 g,3 g,620 mg,14 g,51 g,7 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-favorites-classic-five-cheese-lasagna-frozen/QjbllZcpR9CqZ2JgQcIIWA,620 mg,,2 g,2 g,,,,,,20.0,mg,4.0,g,,,20.0,g,3.0,g,620.0,mg,14.0,g,51.0,g,7.0,g,,,,,620.0,mg,0.0,g,2.0,g,2.0,g,,,,,
"Comfort, Garlic Chicken Spring Rolls",,,180,20 mg,2 g,,7 g,2 g,430 mg,3 g,21 g,8 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-garlic-chicken-spring-rolls/Dtp5THJqTniNIMmiu2zfkA,120 mg,,2 g,3 g,,,,,,20.0,mg,2.0,g,,,7.0,g,2.0,g,430.0,mg,3.0,g,21.0,g,8.0,g,,,,,120.0,mg,0.0,g,2.0,g,3.0,g,,,,,
"Favorites, Fettuccini Alfredo",,,260,10 mg,2 g,,9 g,2 g,570 mg,3 g,45 g,5 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-favorites-fettuccini-alfredo/2ri5RclXT3KregEkUaFtnw,370 mg,,1 g,2 g,,,,,,10.0,mg,2.0,g,,,9.0,g,2.0,g,570.0,mg,3.0,g,45.0,g,5.0,g,,,,,370.0,mg,0.0,g,1.0,g,2.0,g,,,,,
"Marketplace, Sweet & Sour Chicken With Rice",,,300,25 mg,2 g,,16 g,1 g,600 mg,20 g,51 g,3 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-marketplace-sweet-sour-chicken-with-rice/gjfDAd2hS2WPXfI2sSva9w,700 mg,,1 g,1 g,,,,,,25.0,mg,2.0,g,,,16.0,g,1.0,g,600.0,mg,20.0,g,51.0,g,3.0,g,,,,,700.0,mg,0.0,g,1.0,g,1.0,g,,,,,
"Origins, Tortellini with Red Pepper Sauce",,,300,20 mg,4 g,,12 g,3 g,610 mg,6 g,44 g,8 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-origins-tortellini-with-red-pepper-sauce/EMDtJWgsQ6Sk1W2hHBT_Gw,350 mg,,3 g,1 g,,,,,,20.0,mg,4.0,g,,,12.0,g,3.0,g,610.0,mg,6.0,g,44.0,g,8.0,g,,,,,350.0,mg,0.0,g,3.0,g,1.0,g,,,,,
"Origins, Sicilian-Style Pesto with Lentil Pasta",,,320,0 mg,5 g,,15 g,1 g,470 mg,10 g,47 g,8 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-origins-sicilian-style-pesto-with-lentil-pasta/0W11S7kuSWCW5kYmGtr69A,790 mg,,3 g,3 g,,,,,,0.0,mg,5.0,g,,,15.0,g,1.0,g,470.0,mg,10.0,g,47.0,g,8.0,g,,,,,790.0,mg,0.0,g,3.0,g,3.0,g,,,,,
"Comfort, Pepperoni Pizza",,,410,25 mg,3 g,,21 g,3 g,870 mg,8 g,59 g,10 g,0 g,,,Lean Cuisine,Frozen Pizzas,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-comfort-pepperoni-pizza/IX9azFbXQ7SF2aKyZOI2qg,330 mg,,3 g,3 g,,,,,,25.0,mg,3.0,g,,,21.0,g,3.0,g,870.0,mg,8.0,g,59.0,g,10.0,g,,,,,330.0,mg,0.0,g,3.0,g,3.0,g,,,,,
"Favorites, Santa Fe Style Rice & Beans, frozen",,,290,15 mg,4 g,,10 g,2 g,490 mg,8 g,52 g,4 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-favorites-santa-fe-style-rice-beans-frozen/JrUFTjMnRbWLJ03Vr1ZjkA,570 mg,,1 g,1 g,,,,,,15.0,mg,4.0,g,,,10.0,g,2.0,g,490.0,mg,8.0,g,52.0,g,4.0,g,,,,,570.0,mg,0.0,g,1.0,g,1.0,g,,,,,
"Favorites, French Bread Pepperoni Pizza, frozen",,,310,15 mg,3 g,,15 g,2 g,700 mg,4 g,46 g,7 g,0 g,,,Lean Cuisine,Frozen Pizzas,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-favorites-french-bread-pepperoni-pizza-frozen/qLSCX0ttQGCnQUXXgBa9Cw,250 mg,,2 g,1 g,,,,,,15.0,mg,3.0,g,,,15.0,g,2.0,g,700.0,mg,4.0,g,46.0,g,7.0,g,,,,,250.0,mg,0.0,g,2.0,g,1.0,g,,,,,
"Comfort, Glazed Turkey Tenderloins",,,270,25 mg,2 g,,14 g,1 g,540 mg,19 g,41 g,5 g,0 g,,,Lean Cuisine,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-comfort-glazed-turkey-tenderloins/UUUmE63AQfGVLwZa-TWB6A,580 mg,,1 g,2 g,,,,,,25.0,mg,2.0,g,,,14.0,g,1.0,g,540.0,mg,19.0,g,41.0,g,5.0,g,,,,,580.0,mg,0.0,g,1.0,g,2.0,g,,,,,
